date,data
2017-June-Mid,2264
2017-June-Late,2274
2018-June-Early,2667
2018-June-Mid,2717
2018-June-Late,2806
2019-June-Early,2425
2019-June-Mid,2699
2019-June-Late,2922
2020-June-Early,4460
2020-June-Mid,4268
2020-June-Late,4375
2021-June-Early,3255
2021-June-Mid,3228
2021-June-Late,3159
2022-June-Early,4065
2022-June-Mid,4181
2022-June-Late,4150
2023-June-Early,3779
2023-June-Mid,3641
2023-June-Late,3919
2024-June-Early,3663
2024-June-Mid,3468
2024-June-Late,3599
1996-July-Early,1940
1996-July-Mid,1834
1996-July-Late,1610
1997-July-Early,1541
1997-July-Mid,1915
1997-July-Late,2715
1998-July-Early,1027
1998-July-Mid,1402
1998-July-Late,2156
1999-July-Early,1424
1999-July-Mid,1422
1999-July-Late,1290
2000-July-Early,1504
2000-July-Mid,1638
2000-July-Late,1852
2001-July-Early,2625
2001-July-Mid,2826
2001-July-Late,2933
2002-July-Early,1627
2002-July-Mid,1590
2002-July-Late,1720
2003-July-Early,1405
2003-July-Mid,1672
2003-July-Late,2373
2004-July-Early,1864
2004-July-Mid,2128
2004-July-Late,2769
2005-July-Early,1676
2005-July-Mid,1949
2005-July-Late,2208
2006-July-Early,1600
2006-July-Mid,1865
2006-July-Late,2440
2007-July-Early,2420
2007-July-Mid,2405
2007-July-Late,2576
2008-July-Early,1628
2008-July-Mid,1653
2008-July-Late,1780
2009-July-Early,2169
2009-July-Mid,2163
2009-July-Late,2374
2010-July-Early,2661
2010-July-Mid,3335
2010-July-Late,3742
2011-July-Early,1554
2011-July-Mid,2088
2011-July-Late,3087
2012-July-Early,2884
2012-July-Mid,2753
2012-July-Late,2796
2013-July-Early,2675
2013-July-Mid,2732
2013-July-Late,3077
2014-July-Early,2363
2014-July-Mid,2573
2014-July-Late,2956
2015-July-Early,2972
2015-July-Mid,2930
2015-July-Late,2802
2016-July-Early,2871
2016-July-Mid,3211
2016-July-Late,3356
2017-July-Early,2489
2017-July-Mid,3338
2017-July-Late,4927
2018-July-Early,3059
2018-July-Mid,3665
2018-July-Late,4805
2019-July-Early,3053
2019-July-Mid,3174
2019-July-Late,3273
2020-July-Early,4137
2020-July-Mid,4777
2020-July-Late,5622
2021-July-Early,3312
2021-July-Mid,3413
2021-July-Late,3439
2022-July-Early,4452
2022-July-Mid,5289
2022-July-Late,7048
2023-July-Early,4070
2023-July-Mid,4055
2023-July-Late,4280
2024-July-Early,4236
2024-July-Mid,4828
2024-July-Late,5408
1996-August-Early,1696
1996-August-Mid,1902
1996-August-Late,1992
1997-August-Early,2983
1997-August-Mid,2746
1997-August-Late,2478
1998-August-Early,2370
1998-August-Mid,2648
1998-August-Late,3178
1999-August-Early,1757
